customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0001,26,North,SME,2024-11-27 04:25:00,44.9,69.2,App,Active
C0002,61,AIRPORT,Consumer,2025-10-28 01:04:00,55.4,66.6,App,Active
C0003,66,East,Consumer,2025-07-02 03:23:00,75.9,33.8,,Active
C0004,75,CENTRAL,Consumer,2025-08-19 01:58:00,32.5,33.0,App,Active
C0005,26,Riverside,Consumer,2025-06-03 06:02:00,55.9,100.0,Web,Active
C0006,41,WEST,Consumer,2024-03-29 13:26:00,39.9,43.3,Web,Active
C0007,54,WEST,Consumer,2024-03-12 07:05:00,36.1,39.0,App,Active
C0008,70,north,SME,2025-07-18 13:03:00,84.6,65.2,Web,Active
C0009,34,South,Consumer,2025-08-02 03:14:00,62.6,40.8,App,Active
C0010,23,West,Consumer,2025-10-07 20:37:00,87.2,48.6,Phone,Active
C0011,49,Ctr,Consumer,2024-03-04 18:37:00,79.9,72.5,Web,Active
C0012,60,Airport,Consumer,2025-02-10 01:14:00,46.3,74.4,App,Active
C0013,30,EAST,Enterprise,2024-02-17 17:54:00,31.3,51.7,App,Active
C0014,62,North,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active
C0015,37,SOUTH,SME,2024-05-27 17:07:00,54.5,52.8,Phone,Active
C0016,21,Riverside,Consumer,2025-08-07 09:35:00,42.7,50.9,Web,Active
C0017,30,South,SME,2025-11-29 05:06:00,72.1,55.4,App,Active
C0018,56,WEST,Consumer,2025-08-18 18:40:00,63.2,49.6,Web,Dormant
C0019,67,Riverside,Consumer,2024-07-11 11:06:00,50.3,65.5,App,Dormant
C0020,67,North,SME,2025-07-14 22:04:00,55.5,60.8,App,Active
C0021,30,CENTRAL,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active
C0022,71,RiverSide,Consumer,2024-07-29 15:43:00,62.2,58.9,App,Active
C0023,52,South,Consumer,2025-06-28 13:49:00,73.1,45.2,Web,Active
C0024,66,WEST,Consumer,2024-11-17 14:37:00,55.3,44.5,App,Active
C0025,23,Riverside,Consumer,2025-04-09 11:19:00,55.5,52.8,App,Active
C0026,34,NORTH,Enterprise,2024-09-11 05:44:00,70.6,74.8,Phone,Active
C0027,53,WEST,SME,2024-09-06 02:36:00,66.0,60.7,Web,Dormant
C0028,22,Ctr,Consumer,2024-11-03 16:31:00,78.5,79.6,App,Active
C0029,44,CENTRAL,Consumer,2024-12-17 23:28:00,57.0,85.2,App,Active
C0030,63,West,Consumer,2024-10-21 19:04:00,59.4,54.8,App,Active
C0031,35,SOUTH,Consumer,2024-04-30 16:26:00,42.5,44.0,Web,Active
C0032,69,West,Consumer,2024-06-17 10:09:00,85.0,40.5,Phone,Dormant
C0033,58,East,Consumer,2025-05-15 13:02:00,38.7,60.8,App,Active
C0034,39,WEST,Enterprise,2025-11-15 02:48:00,64.2,71.9,App,Active
C0035,22,East,Consumer,2025-07-25 18:50:00,46.7,85.5,App,Active
C0036,36,Airport,Consumer,2024-11-17 10:44:00,66.4,30.7,App,Active
C0037,51,Ctr,SME,2024-12-24 19:31:00,72.9,73.0,Phone,Active
C0038,21,East,Consumer,2025-08-16 14:04:00,34.8,75.8,App,Active
C0039,32,CENTRAL,Consumer,2024-04-05 08:30:00,57.6,100.0,Web,Active
C0040,21,South,Consumer,2025-12-14 21:04:00,32.9,59.1,App,Active
C0041,67,WEST,SME,2024-03-03 23:44:00,83.5,54.9,App,Active
C0042,24,EAST,Consumer,2024-11-13 20:36:00,53.9,26.7,Web,Active
C0043,40,Central,Consumer,2025-11-28 14:18:00,35.8,40.8,Web,Active
C0044,47,EAST,Consumer,2025-01-30 21:22:00,49.8,34.6,App,Active
C0045,73,WEST,SME,2024-01-24 14:22:00,82.0,36.4,App,Active
C0046,72,Ctr,SME,2024-06-21 19:07:00,84.8,38.5,App,Active
C0047,25,East,Consumer,2025-05-20 01:13:00,81.3,26.5,App,Active
C0048,19,RiverSide,SME,2024-10-21 04:47:00,48.5,53.8,App,Active
C0049,31,South,Consumer,2024-09-10 12:25:00,58.6,63.0,Phone,Active
C0050,71,CENTRAL,Consumer,2025-05-23 02:10:00,87.2,70.1,App,Active
C0051,37,East,Consumer,2025-04-04 12:35:00,49.3,53.8,App,Active
C0052,56,EAST,Consumer,2024-10-11 04:52:00,55.6,75.7,App,Active
C0053,22,CENTRAL,Consumer,2025-03-16 17:17:00,45.7,75.9,Phone,Active
C0054,75,WEST,Consumer,2025-12-24 13:22:00,42.4,26.8,Web,Active
C0055,34,East,Enterprise,2025-11-30 12:14:00,80.3,50.5,App,Suspended
C0056,54,NORTH,Consumer,2024-06-03 02:11:00,71.1,32.0,App,Active
C0057,29,north,Consumer,2024-06-03 07:42:00,68.2,37.1,Web,Active
C0058,37,Central,SME,2024-08-26 00:31:00,,59.2,App,Active
C0059,26,WEST,Consumer,2025-08-26 05:16:00,77.3,53.3,Phone,Active
C0060,52,Central,Consumer,2024-10-15 00:09:00,85.2,83.5,App,Active
C0061,78,Riverside,Consumer,2025-03-05 17:23:00,60.9,94.6,Web,Dormant
C0062,33,CENTRAL,Consumer,2025-09-16 18:20:00,55.5,63.7,Web,Active
C0063,78,north,Consumer,2024-05-08 22:54:00,44.6,52.1,Partner API,Active
C0064,58,EAST,Consumer,2025-06-11 19:41:00,78.3,53.0,App,Active
C0065,44,Ctr,Consumer,2025-11-23 23:03:00,52.8,55.6,Web,Active
C0066,21,South,Consumer,2025-04-12 21:51:00,37.1,66.7,App,Dormant
C0067,43,RiverSide,Consumer,2025-07-26 12:25:00,56.7,41.9,Web,Dormant
C0068,46,RiverSide,Consumer,2025-02-12 12:06:00,61.4,66.9,App,Active
C0069,20,Airport,SME,2025-05-08 20:25:00,74.3,51.2,Phone,Dormant
C0070,51,WEST,Consumer,2024-03-04 06:04:00,77.1,75.9,App,Active
C0071,59,AIRPORT,Consumer,2024-08-01 14:10:00,49.3,81.7,Phone,Active
C0072,61,north,SME,2024-04-22 10:38:00,48.2,88.9,App,Active
C0073,48,EAST,Consumer,2024-02-23 03:00:00,55.7,52.9,Phone,Active
C0074,40,West,SME,2025-08-03 04:34:00,41.6,30.2,App,Active
C0075,43,Central,Consumer,2024-04-13 11:39:00,59.2,23.9,App,Active
C0076,70,WEST,Enterprise,2024-01-27 02:55:00,68.4,50.3,App,Active
C0077,59,NORTH,SME,2024-07-31 19:24:00,61.7,29.0,Web,Active
C0078,40,East,Consumer,2024-06-01 20:16:00,35.2,24.6,Phone,Active
C0079,61,East,Consumer,2024-12-21 19:23:00,41.9,49.2,App,Active
C0080,25,EAST,Consumer,2025-04-30 03:07:00,81.6,37.2,App,Active
C0081,42,SOUTH,Consumer,2025-05-14 14:30:00,44.8,69.0,Phone,Active
C0082,49,East,Consumer,2025-05-10 09:05:00,72.8,92.8,Web,Active
C0083,28,West,Consumer,2024-05-27 03:47:00,71.1,51.7,App,Dormant
C0084,33,Airport,Consumer,2024-12-16 23:16:00,55.8,61.9,Web,Active
C0085,76,AIRPORT,Consumer,2025-05-05 22:10:00,45.0,26.0,App,Active
C0086,65,WEST,SME,2025-06-12 00:13:00,64.4,59.5,App,Active
C0087,49,West,Consumer,2025-06-24 11:09:00,46.8,42.7,App,Active
C0088,43,Airport,Enterprise,2025-12-07 17:58:00,58.2,35.2,App,Active
C0089,40,RiverSide,Consumer,2024-01-28 16:19:00,62.7,20.7,App,Active
C0090,54,Central,Consumer,2025-10-20 02:44:00,49.5,86.5,App,Active
C0091,40,AIRPORT,SME,2024-09-24 16:23:00,57.4,25.4,Phone,Active
C0092,49,Riverside,Consumer,2024-06-20 11:49:00,56.1,33.1,Web,Active
C0093,48,North,Consumer,2024-08-16 17:34:00,41.2,56.3,App,Active
C0094,22,Riverside,Consumer,2025-05-29 10:40:00,58.0,61.6,Phone,Active
C0095,23,South,SME,2024-08-16 19:51:00,50.8,61.7,App,Suspended
C0096,73,WEST,Consumer,2024-07-18 07:52:00,31.8,58.2,,Active
C0097,46,Airport,SME,2025-02-14 23:51:00,55.6,39.2,Web,Active
C0098,54,Central,Consumer,2024-08-20 06:33:00,56.5,70.7,App,Dormant
C0099,33,NORTH,Consumer,2025-05-19 11:46:00,51.3,59.8,Phone,Active
C0100,34,Ctr,Consumer,2024-01-30 00:50:00,28.0,28.6,Web,Active
C0101,63,NORTH,Enterprise,2024-10-13 15:16:00,73.4,86.6,App,Active
C0102,39,EAST,Enterprise,2024-07-17 22:38:00,71.9,49.7,App,Active
C0103,20,AIRPORT,Consumer,2024-12-18 14:51:00,71.4,74.2,Web,Active
C0104,39,East,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active
C0105,47,Central,Enterprise,2024-08-13 03:14:00,40.9,33.6,App,Active
C0106,22,Ctr,Consumer,2025-04-26 06:21:00,63.0,45.3,App,Active
C0107,64,Airport,Consumer,2024-07-28 15:39:00,46.2,43.1,Phone,Dormant
C0108,39,CENTRAL,Consumer,2025-09-16 00:30:00,96.0,75.5,App,Active
C0109,78,North,Consumer,2025-10-30 11:51:00,52.7,25.4,App,Dormant
C0110,63,EAST,Consumer,2025-10-20 02:53:00,,59.4,Phone,Active
C0111,67,WEST,Consumer,2025-11-07 03:58:00,36.2,37.0,App,Active
C0112,25,North,Consumer,2025-02-01 22:48:00,42.1,66.1,App,Active
C0113,38,West,Consumer,2024-07-23 15:56:00,52.4,60.2,Web,Active
C0114,38,CENTRAL,Consumer,2024-07-01 13:50:00,72.2,45.8,App,Active
C0115,38,AIRPORT,Consumer,2025-10-13 10:05:00,69.8,98.5,Web,Active
C0116,64,Riverside,Consumer,2025-02-09 14:25:00,65.6,55.5,Web,Active
C0117,32,north,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active
C0118,20,SOUTH,Consumer,2024-06-23 04:01:00,79.1,31.1,App,Active
C0119,65,CENTRAL,SME,2024-06-03 18:57:00,46.2,54.0,Web,Dormant
C0120,26,North,Consumer,2025-04-21 20:09:00,86.8,58.0,App,Active
C0121,25,South,Consumer,2025-09-18 19:30:00,90.9,59.0,Phone,Active
C0122,40,CENTRAL,Consumer,2025-11-04 11:09:00,74.2,49.8,Web,Active
C0123,56,SOUTH,SME,2025-07-15 17:08:00,76.8,40.6,App,Active
C0124,31,Airport,Consumer,2024-01-22 00:51:00,40.8,1.0,Web,Active
C0125,31,Airport,Consumer,2025-10-27 03:33:00,99.0,45.6,Web,Active
C0126,42,NORTH,Consumer,2024-05-22 13:55:00,64.5,39.0,App,Active
C0127,32,WEST,SME,2024-07-18 06:01:00,77.0,51.5,Web,Active
C0128,34,Airport,SME,2024-09-14 06:18:00,47.3,72.7,App,Active
C0129,24,Riverside,Consumer,2025-05-28 07:48:00,60.0,98.6,App,Active
C0130,46,South,Consumer,2025-08-23 10:16:00,42.0,66.6,App,Active
C0131,68,South,Consumer,2025-07-11 13:53:00,57.2,75.8,Web,Active
C0132,56,RiverSide,Consumer,2024-05-14 01:58:00,61.2,68.4,App,Active
C0133,74,RiverSide,Consumer,2024-12-28 14:42:00,65.1,70.3,Web,Active
C0134,22,SOUTH,SME,2025-08-20 16:26:00,83.3,67.7,App,Active
C0135,65,WEST,Consumer,2025-05-28 04:34:00,68.7,51.6,App,Active
C0136,64,Ctr,Consumer,2024-06-04 16:32:00,64.9,50.4,,Active
C0137,57,Airport,Consumer,2024-01-20 14:49:00,61.6,62.9,App,Active
C0138,74,SOUTH,Consumer,2024-07-06 19:00:00,93.2,90.8,Web,Active
C0139,60,Central,SME,2024-06-02 05:09:00,51.7,71.5,App,Active
C0140,21,AIRPORT,Consumer,2025-04-29 19:46:00,80.0,87.2,Partner API,Active
C0141,37,West,Consumer,2024-05-03 17:03:00,29.6,32.1,Partner API,Dormant
C0142,29,SOUTH,Consumer,2024-11-29 21:33:00,47.0,61.7,App,Active
C0143,48,NORTH,Consumer,2025-06-27 17:30:00,,64.3,Phone,Active
C0144,54,SOUTH,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active
C0145,34,AIRPORT,Consumer,2024-09-11 06:17:00,99.0,30.6,,Active
C0146,20,North,Consumer,2024-02-13 03:32:00,99.0,21.7,App,Active
C0147,28,north,Enterprise,2025-04-08 17:01:00,36.7,16.4,App,Active
C0148,26,EAST,SME,2024-03-05 14:20:00,43.9,49.2,App,Active
C0149,63,north,Consumer,2025-09-19 16:38:00,58.7,100.0,App,Active
C0150,58,north,Consumer,2025-06-08 06:44:00,88.8,60.9,App,Active
C0151,20,north,Consumer,2024-10-10 14:32:00,79.2,33.8,App,Suspended
C0152,61,West,Consumer,2025-06-30 15:32:00,66.2,63.3,App,Dormant
C0153,49,Ctr,SME,2024-09-10 22:33:00,38.4,51.1,App,Active
C0154,23,EAST,SME,2024-09-22 17:57:00,47.5,60.1,Phone,Active
C0155,24,North,Consumer,2024-07-26 14:08:00,18.1,48.3,App,Active
C0156,26,EAST,SME,2025-03-02 03:25:00,,32.3,Web,Active
C0157,50,CENTRAL,Consumer,2025-03-28 10:04:00,67.9,46.8,App,Active
C0158,57,Riverside,Consumer,2025-11-18 07:27:00,73.7,70.5,Web,Active
C0159,37,Riverside,Consumer,2024-03-15 06:42:00,40.2,62.7,Web,Dormant
C0160,57,SOUTH,Consumer,2024-11-06 03:57:00,62.8,80.2,Phone,Suspended
C0161,42,north,Consumer,2024-06-07 22:41:00,87.1,36.6,App,Active
C0162,61,Airport,Enterprise,2025-11-07 11:09:00,63.7,76.9,Web,Suspended
C0163,55,Riverside,SME,2024-09-16 04:29:00,56.2,58.2,App,Active
C0164,78,West,Consumer,2024-08-12 23:06:00,70.9,60.8,App,Active
C0165,39,AIRPORT,Consumer,2025-02-11 15:10:00,69.5,80.8,App,Active
C0166,66,Airport,Consumer,2025-11-14 07:10:00,62.4,54.7,,Active
C0167,72,Ctr,Consumer,2025-12-24 13:32:00,52.5,62.0,App,Active
C0168,70,RiverSide,Consumer,2025-02-17 10:26:00,54.3,69.4,Web,Active
C0169,77,north,Consumer,2024-07-19 11:20:00,,69.6,App,Dormant
C0170,51,South,SME,2024-04-04 23:23:00,52.3,72.8,Partner API,Active
C0171,47,SOUTH,Consumer,2024-01-20 10:35:00,82.4,81.9,Phone,Active
C0172,28,north,Consumer,2025-04-14 14:45:00,75.4,67.4,,Active
C0173,76,Riverside,Consumer,2024-01-19 12:21:00,78.5,49.1,App,Suspended
C0174,74,north,Consumer,2025-06-13 19:18:00,93.5,100.0,App,Active
C0175,37,CENTRAL,Consumer,2025-06-08 02:07:00,86.4,56.9,App,Active
C0176,43,north,SME,2024-08-22 03:05:00,83.8,64.7,Web,Active
C0177,39,EAST,Consumer,2024-09-28 08:02:00,67.0,43.4,App,Suspended
C0178,45,EAST,Consumer,2024-07-04 08:48:00,58.0,16.1,Phone,Active
C0179,38,SOUTH,Consumer,2024-05-12 13:54:00,97.9,42.8,App,Active
C0180,64,West,Consumer,2025-11-23 08:25:00,50.3,58.9,Phone,Active
C0181,41,West,Consumer,2024-06-01 17:58:00,51.2,67.7,App,Dormant
C0182,21,EAST,Enterprise,2025-06-11 18:31:00,47.2,58.2,App,Dormant
C0183,44,Ctr,SME,2025-12-18 10:05:00,64.5,72.8,App,Active
C0184,59,South,SME,2024-10-12 01:51:00,67.8,76.5,App,Active
C0185,40,SOUTH,Consumer,2025-12-05 05:27:00,77.5,76.4,Phone,Suspended
C0186,56,East,Consumer,2024-03-15 08:01:00,57.5,57.8,Phone,Dormant
C0187,47,EAST,SME,2025-10-11 02:51:00,,59.3,Web,Active
C0188,44,SOUTH,SME,2024-09-23 02:38:00,66.2,53.6,App,Active
C0189,48,RiverSide,Consumer,2024-08-15 02:16:00,76.6,41.1,App,Active
C0190,39,AIRPORT,Consumer,2024-05-04 14:00:00,61.6,84.8,App,Active
C0191,27,North,Consumer,2024-12-13 17:26:00,58.9,34.1,Web,Active
C0192,45,East,Consumer,2024-10-01 19:08:00,70.1,56.4,App,Active
C0193,20,South,Consumer,2024-02-14 16:45:00,84.0,62.1,App,Active
C0194,57,WEST,SME,2024-09-01 03:10:00,60.0,17.1,App,Dormant
C0195,41,SOUTH,Consumer,2024-09-25 01:11:00,38.3,71.9,Web,Active
C0196,72,WEST,Enterprise,2024-07-25 09:40:00,52.0,51.1,Web,Active
C0197,29,RiverSide,Consumer,2024-11-08 16:48:00,58.4,62.0,App,Active
C0198,53,East,SME,2024-07-29 09:28:00,32.2,51.5,App,Active
C0199,64,Central,Consumer,2025-05-27 21:11:00,73.4,28.6,Phone,Active
C0200,36,CENTRAL,Consumer,2024-10-04 11:51:00,48.8,61.5,Phone,Active
C0201,49,Ctr,Consumer,2024-01-19 08:02:00,69.2,59.8,App,Active
C0202,50,NORTH,Consumer,2024-01-16 00:46:00,64.2,76.7,,Dormant
C0203,33,Ctr,Consumer,2025-06-01 17:12:00,,66.8,App,Active
C0204,78,Riverside,Consumer,2025-06-10 15:15:00,87.1,25.8,App,Active
C0205,62,CENTRAL,Consumer,2025-04-02 03:42:00,52.1,78.7,Web,Active
C0206,60,SOUTH,SME,2025-10-27 13:42:00,50.3,72.9,App,Active
C0207,54,Central,Consumer,2025-05-21 17:53:00,65.7,72.4,App,Active
C0208,48,Central,Enterprise,2025-02-06 16:19:00,74.5,67.0,Phone,Dormant
C0209,33,Central,Consumer,2025-12-05 06:14:00,61.0,44.4,App,Dormant
C0210,33,North,Consumer,2024-12-16 06:53:00,45.3,67.9,App,Active
C0211,29,Riverside,Enterprise,2025-12-24 23:40:00,72.1,50.9,Web,Active
C0212,27,RiverSide,Consumer,2024-05-23 12:22:00,70.7,100.0,Web,Dormant
C0213,53,East,Consumer,2024-02-25 04:00:00,94.2,53.3,App,Active
C0214,34,Central,Consumer,2024-03-13 20:47:00,57.5,36.7,App,Active
C0215,67,NORTH,SME,2024-09-18 13:10:00,64.4,51.4,App,Active
C0216,50,RiverSide,Consumer,2024-02-26 02:42:00,51.9,85.2,App,Active
